review,stemmed_review,Transaction Efficiency,User Experience,Account Access and Registration,Balance and Charges
"Aplikasi ovo yg tdk bisa menyelesaikan permasalahan yg di alami teman aku, uda buat surat pernyataan yg bermaterai, itupun gak bisa di bantu diselesaikan,maksudnya mau di curi saldo teman itu,cuma tinggal kembaliin aja duit 400rb yg nomer ovo yg sdh lama hilang dan itupun masih aktif😡beginilah cara aplikasi untuk mencuri duit rakyat miskin😡",aplikasi selesai masalah alami teman buat surat nyata bermaterai itu bantu diselesaikanmaksudnya curi saldo teman itucuma tinggal kembaliin duit ribu nomer lama hilang itu aktifbeginilah cara aplikasi curi duit rakyat miskin,0,2,0,2
Mudah dan nyaman,mudah nyaman,0,1,0,0
Error terus,error,0,2,0,0
"TOLONG PROSES TRANSAKSI SAYA, STATUS SEDANG DI PROSES TERUS, TAPI SALDO SUDAH BERKURANG!!! TOLONG INI GIMANA TRANSAKSI STATUS NYA DI PROSES TERUS , SALDO SUDAH MENGURANG , KEMBALIKAN UANG SAYA!!!!! TOLONG INI GIMANA TRANSAKSI STATUS NYA DI PROSES TERUS , SALDO SUDAH MENGURANG , KEMBALIKAN UANG SAYA!!!!! KECEWA!!!!!;!",proses transaksi status sedang proses saldo kurang transaksi status proses saldo kurang kembali uang transaksi status proses saldo kurang kembali uang kecewa,2,2,0,2
Very good,good,0,1,0,0
"ini kenapa ya tiba² banget melakukan transaksi sendiri, padahal saya ga pernah melakukan transaksi apapun di jam 1 pagi. tolong di tindak uang 24rbu itu juga berharga bagi sayaaa yang anak kos inii.",tiba laku transaksi sendiri pernah laku transaksi apa jam pagi tindak uang ribu harga sayaaa anak kos,2,2,0,0
Sangat membantu,bantu,0,1,0,0
Ovo top is the best,top is the best,0,1,0,0
ovo tidak memuaskan baru topup 2007000 pas mau msuk ovo ngk bisa suruh vertivikasi ulang TPI Sellu gagal apa jgn2 ovo penipuan dan saldo saya akn lenyap knapa akun sya di blokir setelah topup nmer aja ngk bisa di hubungi hubungi ja ngk bisa cuma makan pulsa,muas baru topup masuk suruh vertivikasi ulang sellu gagal jangan tipu saldo lenyap akun blokir topup nmer hubung hubung makan pulsa,0,0,2,2
Top banget 👍,top,0,1,0,0
"Buat teman teman,, jangan pernah dowload ovo ini,, pasti bakalan nyesal,, ngambil uang kita aja susah,, gak sama kayak dana,, dana ngirim duit langsung dicairkan,,kalau ovo ini,, terlalu lama masuk duitnya,, harus nunggu dulu,, beberapa hari,,, kita mungkin di perbodohkan sama ovo ni,, bakalan nyesal...",buat teman teman jangan pernah dowload sesal ambil uang susah dana dana kirim duit langsung dicairkankalau terlalu lama masuk duit tunggu dulu beberapa hari mungkin bodoh sesal,0,2,0,2
Tf ke bank biaya admin 2500🤦🤦 Aplikasi gak jelas.. Lebih enak dana.. tapi sebaiknya buka rek bank saja.. ewallet apapun kalo uang hilang tidakkan di ganti.. tidak ada pengaduan yg jelas ...,transfer bank biaya admin aplikasi jelas lebih enak dana baik buka rek bank ewallet apa uang hilang tidak ganti adu jelas,0,2,0,2
OVO SEKARANG JELEK,sekarang jelek,0,2,0,0
"Transaksi berhasil tapi dana belum masuk ke merchant, di chat katanya suruh nunggu 5 hari",transaksi hasil dana masuk merchant chat kata suruh tunggu hari,2,0,0,0
Aplikasi terbapuk 2024,aplikasi terbapuk,0,2,0,0
OVO mantap,mantap,0,1,0,0
Kirim uang sudah 2hari masih di proses. Lama sekali,kirim uang hari proses lama sekali,2,0,0,0
"Tidak bisa diupgrade premium , admin bermasalah",tingkat premium admin masalah,0,0,2,0
"Makin ribet aja aplikasi ini,mau masuk dipersulit",makin ribet aplikasi inimau masuk sulit,0,2,0,0
Begitu mudah ya aplikasi ovo,mudah aplikasi,0,1,0,0
"Apk ter sue yg pernah ada di play store..,transfer sering gagal..,🙅👎👎👎👎",ter lama pernah play storetransfer sering gagal,2,2,0,0
Kereen transaksinya cepat banget,keren transaksi cepat,1,0,0,0
Mantap betul,mantap betul,0,1,0,0
Ok bos ku,oke bos ku,0,1,0,0
APLIKASI MALIIINNGGG,aplikasi maliiinnggg,0,2,0,0
Mudah d gunakN,mudah gunakn,0,1,0,0
Respon nya lambat bgt minta bantuan proses nya gak klar kelar,respon lambat minta bantu proses klar selesai,0,2,0,0
Gila aku tf ke dana transaksi berhasil tapi saldo ga masuk,gila transfer dana transaksi hasil saldo masuk,2,0,0,0
Proses nya agak lambat,proses lambat,0,2,0,0
Kenapa ovo ku minta E KTP lagi?,ku minta e kartu tanda duduk,0,0,2,0
Ovo ok,oke,0,1,0,0
Ribet TF ssma min 10 Pdhl apk lainnya cm bbrp rupiah bs Ini ribet banget harus 10,ribet transfer ssma min lain beberapa rupiah ribet,2,2,0,0
Setelah update para gagal mulu klo topup,baru gagal mulu topup,0,2,0,2
"Aplikasi gak jelas, mau top up di game malah transaksi ditolak karena ini saya kasih rating jlek",aplikasi jelas topup game transaksi tolak kasih rating jelek,2,2,0,0
"Mudah,nyaman,gampang no ribet",mudahnyamangampang no ribet,0,1,0,0
"Baru juga top up 100000 potong 1500 + kenapa tiba "" Akun di blokir? Padahal hp no root dan aplikasi tidak di modif di suruh download dasar aplikasi rusakkk babi nyesel gw top up",baru topup potong tiba akun blokir handphone no root aplikasi modif suruh unduh dasar aplikasi rusak babi sesal topup,0,2,2,2
Is the best OVO 👍👍,is the best,0,1,0,0
Sangat membantu,bantu,0,1,0,0
Cepat Transaksinya g perlu Ribet lg,cepat transaksi perlu ribet,1,0,0,0
Sangat bagus di gunakan,bagus guna,0,1,0,0
Saya tidak suka app ini mau keluar di app ini ribed,suka app keluar app ribed,0,2,0,0
Pengenalan wajahnya sangat lama,kenal wajah lama,0,2,0,0
Alat bayar yang sangat flexsibel,alat bayar flexsibel,1,0,0,0
Udah 3 hari ga bisa digunakan untuk bayar,hari guna bayar,2,2,0,0
"Aku suka pakai ovo karena tampilan nya keren, mudah, dll cuman minusnya dapat point dari transaksi cuman sedikit T_T",suka pakai tampil keren mudah minus point transaksi sedikit t t,0,1,0,2
"Parah udah d upgrade, tiba tiba d suruh upgrade ga bsa tf lagi",parah tingkat tiba tiba suruh tingkat transfer,2,0,2,0
terima kasih ovo!,terima kasih,0,1,0,0
"Saya transfer ke merchant Linkqu transaksi berhasil, tapi dana gak masuk ke rekening tujuan terus saya lapor lewat ig ovo dan saya dm atas permasalahan tersebut, lalu saya dapat dm lain dari akun atas nama cs ovo indonesia dia minta nomor ovo saya dan minta uninstal akun ovo saya lalu dia minta link di sms setelah itu saldo ovo saya hilang semua saldo saya di transfer ke akun atas nama muh asriadi saputra",transfer merchant linkqu transaksi hasil dana masuk rekening tuju lapor lewat instagram direct message atas masalah sebut lalu direct message akun atas nama rekan indonesia minta nomor minta uninstal akun lalu minta link sms saldo hilang semua saldo transfer akun atas nama muh asriadi saputra,2,2,0,2
Cakep banget deh mantap sangat mudah,cakap deh mantap mudah,0,1,0,0
Bagus sumpahh tapi kasih lahh saldo ovo 50k😅,bagus sumpah kasih saldo k,0,1,0,0
kurang suka,kurang suka,0,2,0,0
Akun tiba tiba ke blokir padahal ga ngapa ngapain awalnya update ovo malah disangka aplikasi di modif boro boro modif hp aja di root juga kaga pas udah bisa masuk malah ke blokir akunnya,akun tiba tiba blokir awal baru sangka aplikasi modif boro boro modif handphone root masuk blokir akun,0,2,2,0
Parah banget potongan terus top up dari mbanking udh kena admin di ovo nya dipotong lg ampun dah emg bener pake dana dariapda ovo ngerugiin bener,parah potong topup mbanking admin potong ampun benar pakai dana dariapda rugi benar,0,2,0,2
"transaksi pake ovo mantap, cpt bgt prosesnya",transaksi pakai mantap cepat proses,1,0,0,0
Ovo delay Transfer saldo terpotong katanya paling lambat 2 hari kerja.ini udah 2 hari🤔,delay transfer saldo potong kata lambat hari kerjaini hari,2,0,0,2
"Perangkat saya emang lama , tapi bilang di root . Bodoh aplikasi",perangkat lama bilang root bodoh aplikasi,0,2,0,0
"Susah hapus akun ovo.bnyk syaratnya,lbh susah dr wkt daftar.malah ky daftar pinjol pake foto selpi.aneh.",susah hapus akun ovobnyk syaratnyalbh susah waktu daftarmalah ky daftar pinjol pakai foto selpianeh,0,2,2,0
Top Joss,top joss,0,1,0,0
OVO adalah E-wallet terburuk yg pernah saya gunakan tf gak masuk dipending sedemikian rupa saldo berkurang tapi gak sampai ke penerima chat cs tanpa solusi yg jelas sekarang malah gak bisa lg chat cs mungkin dibisukan. Gimana kerja kalian sudah seperti aplikasi penipuan ini mah sangat kecewa pernah menggunakan aplikasi ini,ewallet buruk pernah guna transfer masuk pending demikian rupa saldo kurang terima chat rekan solusi jelas sekarang chat rekan mungkin bisu kerja aplikasi tipu kecewa pernah guna aplikasi,2,2,0,2
OVO lancar tanpa hambatan. Terimakasih OVO.,lancar hambat terima kasih,0,1,0,0
Loadingnya kenapa sekarang jadi lama banget.pdahal yang lain cepet,loadingnya sekarang lama bangetpdahal cepat,0,2,0,0
saya kirim uang pending.katanya 2 hari kerja paling lama.kalo gx bisa kirim balikkan uang saya jangan di pending gini.di email balasanny gx jelas...udah saya email tapi yang jawab bot semua..gx jelas penyelesaian masalahny,kirim uang pendingkatanya hari kerja lamakalo kirim balik uang jangan pending ginidi email balasanny jelasudah email jawab bot semuagx jelas selesai masalahny,2,2,0,0
"Update mulu,,cape mnding hapus aja",baru mulucape lebih baik hapus,0,2,0,0
Transaksi saya knapah gak berhasil berhasil ovo haduh.. gmna ini bisa di jelaskan pihak ovo,transaksi knapah hasil hasil aduh jelas pihak,2,0,0,0
"Gampang transaksinya, no ribet",gampang transaksi no ribet,1,0,0,0
Transaksi tiap hari keistri lewat qris ga bs malah blg transaksi mencurigakan.kacau ovo Ga jelas,transaksi tiap hari istri lewat qris bilang transaksi mencurigakankacau jelas,2,2,0,0
The best,the best,0,1,0,0
Kecewa karena pelayanan nya,kecewa layan,0,2,0,0
Ovo pilihanku,pilih,0,1,0,0
"Easy use .sayang kalah promo"" sama aplikator sebelah",easy use sayang kalah promo aplikator belah,0,1,0,2
Good 👍,good,0,1,0,0
"aplikasi paling buruk buat transaksi,sekali gangguan saldo hilang entah kemana",aplikasi buruk buat transaksisekali ganggu saldo hilang entah,0,2,0,2
Mkn lama.... Makin jelek pelayanan ovo.... Klu ada kendala.... Hasilnya lama.... Sumpah...... Padahal admin nya loch besar.... Pelayanan nya hancur benar.....,makan lama makin jelek layan kendala hasil lama sumpah admin loch besar layan hancur benar,0,2,0,2
Semakin lama semakin gak bener kalau transaksi pakai OVO kebanyakan erorrrrrr,makin lama makin benar transaksi pakai banyak erorrrrrr,2,2,0,0
"Ovo parah,,jangan pake lagi dah,,,duit saya ilang gitu aja,sruh proses ribet bngt,,,tf 500 masa proses terus udah 2hari...pindah k aplikasi lain dah klo bisaaa.....",parahjangan pakai dahduit hilang ajasruh proses ribet bngttf proses haripindah k aplikasi,2,2,0,2
"Mending ga usah di download, transaksi delay hingga 2x24 jam, dari kmrn transaksi saya tidak masuk² apliksai ga becus ini mah, inget ga usah didownload bikin bangkrut aja klo ewallet modelan gini nyesel doang ntar klo kalian pake",mending usah unduh transaksi delay hingga jam kemarin transaksi masuk apliksai becus ingat usah unduh bikin bangkrut ewallet model begini sesal doang pakai,2,2,0,0
Tolong tingkat kan lagi kinerja ovo nya donk masa kalau transfer ke antar bank duit belum berhasil tapi saldo telah di potong dan transaksi di proses terus sampe berhari hari aplikator lain ketika gagal dia Langsung muncul notif gagal dan duit langsung balik ke saldo awal ini ovo ngak harus nunggu sampe di tanggapin dan duit nya lama banget balik harus nya di percepat sapa tau duit nya lagi di butuhkan,tingkat kerja transfer antar bank duit hasil saldo potong transaksi proses hari hari aplikator gagal langsung muncul notifikasi gagal duit langsung balik saldo awal tunggu tanggapin duit lama balik cepat sapa tau duit butuh,2,2,0,2
Parah ovo pakai nomer baru tetap sudah terdaftar aneh Aplikasi sangat rentan ini bahaya sekali,parah pakai nomer baru tetap daftar aneh aplikasi rentan bahaya sekali,0,2,2,0
sangat membantu,bantu,0,1,0,0
Trimksih ovo..sngat membantu,trimksih ovosngat bantu,0,1,0,0
Pelayanan CS sangat buruk dan tidak membantu!!,layan rekan buruk bantu,0,2,0,0
"Isi pulsa xl pake ovo, cuma beberapa detik langsung Berhasil. Terimakasih",isi pulsa xl pakai beberapa detik langsung hasil terima kasih,1,0,0,0
Se simpel itu gaess,se simpel guys,0,1,0,0
"apa apa an ovo, saya transfer uang nya gak masuk saldo sudah di potong. di suruh tunggu 2 hari, sudah 5 hari gak ada masuk. PARAH !!!",an transfer uang masuk saldo potong suruh tunggu hari hari masuk parah,2,2,0,2
Sy suka pakai ovo ne puas rasanya bisa menghemat dana,suka pakai puas rasa hemat dana,0,1,0,0
"Pelayanan sangat mengecewakan Dari kemarin transfer kok, on proses terus",layan kecewa kemarin transfer on proses,2,2,0,0
Ok banget,oke,0,1,0,0
Transaksi sering error pembayaran gagal,transaksi sering error bayar gagal,2,0,0,0
Tgl 22 Agustus 2024 saya transfer ke bank BRI sampe sekarang masih proses Sampe kapan eror kayak gini,tanggal agustus transfer bank bank rakyat indonesia sekarang proses kapan eror begini,2,2,0,0
Aplikasi opo ini banyak erornya. Nyesel banget pake apk ini. Nyusahahin. Pokonya ga nyaman Tp apk yg lain ga kaya gini.,aplikasi banyak eror sesal pakai nyusahahin pokok nyaman begini,0,2,0,0
Layanan mudah dan cepat,layan mudah cepat,0,1,0,0
Transaksi transfer dari ovo ke bank kok bisa sampai 3 hari masa kerja baru di proses min. Aplikasi parah bukan nya mempermudah nasabah malah mempersulit. Di tambah biaya transfer yg mahal beda dengan aplikasi lain yg lebih murah dan pelayanan yg sangat baik.,transaksi transfer bank hari kerja baru proses min aplikasi parah bukan mudah nasabah sulit tambah biaya transfer mahal beda aplikasi lebih murah layan baik,2,2,0,2
"Sering error, apalagi pas transaksi di bareksa",sering error transaksi bareksa,2,2,0,0
Mau login aku sndiri aja gak bisa mana ada saldonya kapok pake ovo lebih baik dana bisa vermuk,login sendiri saldo kapok pakai lebih baik dana vermuk,0,2,2,0
"Aplikasi ini benar membuat saya sedikit lebih efisien dalam bekerja,terkait dengan permasalahan fitur transaksi ewallet, saya harap kedepanya fitur ini di masa depannya,sangat lebih beik lagi, dan lebih memuaskan masyarakat dan tentunya makin lebih unggul maju lagi..",aplikasi benar buat sedikit lebih efisien bekerjaterkait masalah fitur transaksi ewallet harap depa fitur depannyasangat lebih beik lebih muas masyarakat tentu makin lebih unggul maju,0,1,0,0
"App gak jelas,saya transfer ke bank transaksi proses terus,sedangkan saldo sudah berkurang,di chat di suru tunggu 3hari pekerjaan,sumpah nyesel pakai ovo banyak kendala,banyak potongan,tolong acc transaksi saya",app jelassaya transfer bank transaksi proses terussedangkan saldo berkurangdi chat suruh tunggu hari pekerjaansumpah sesal pakai banyak kendalabanyak potongantolong acc transaksi,2,2,0,2
Sya tf dari ovo ke bank ga masuk masuk,transfer bank masuk masuk,2,0,0,0
"Aplikasinya kenapa modifikasi ulang mulu, apa coba biasanya ga gini, terus kadang suka ke log out sendiri nomornya, harap pihak ovo lebih bijaksana lagi sungguh mengganggu aktivitas!!!, YOU MADE IT WORST EVEN I CAN'T USE THE APP!! Kapok asli gagal mulu transaksinya",aplikasi modifikasi ulang mulu coba biasa begini kadang suka log out sendiri nomor harap pihak lebih bijaksana sungguh ganggu aktivitas made it worst even i cant use the app kapok asli gagal mulu transaksi,2,2,2,0
"Ini apa an udah 1* 24 jam masak transfer ke bank BCA blm juga terkirim masih aja dalam proses,saldo udah berkurang lagi. Udah buat laporan juga CS nya slow respon banget",an jam masak transfer bank baca kirim prosessaldo kurang buat lapor rekan slow respon,2,2,0,2
Bagus cepet transfere,bagus cepat transfere,1,0,0,0
sering gagal,sering gagal,0,2,0,0
Bertahun2 tahu pake ini akhirnya uninstal juga.,tahun tahu pakai akhir uninstal,0,2,0,0
Ribet mending pake dana ulasan jelek pake ovo,ribet mending pakai dana ulas jelek pakai,0,2,0,0
Keren banget terima kasih ovo terima kasih sudah memberikan kemudahan. Bisa transaksi kapan saja dimana saja apalagi kalo lagi darurat pulsa,keren terima kasih terima kasih beri mudah transaksi kapan darurat pulsa,1,1,0,0
Mantap kali,mantap,0,1,0,0
"Aplikasi ngaco di transfer uang aja berhari hari, tidak bagus",aplikasi kacau transfer uang hari hari bagus,2,2,0,0
"Aplikasi Parah , Tf ke BCA Saldo udah kepotong tapi uang tidak masuk dalam rekening . Udah mau 24jam aku nunggu , kirim laporan disuruh menunggu , cs dihubungi juga gak ada bantuan sama sekali . Tolong kembalikan uang saya atau saya sebar kejadian yang sudah aku alami ...",aplikasi parah transfer baca saldo potong uang masuk rekening jam tunggu kirim lapor suruh tunggu rekan hubung bantu sekali kembali uang sebar jadi alami,2,2,0,2
"Ovo babi. udh 2x dikecewain ovo, mau top up ML aktivitas mencurigakan, trus pernah di akun hp yg satunya lagi masih ada saldo 100k tiba tiba akunnya di blokir, gmn ini nasibnya uang ku di sana mending download gopay aja saran gua🤬😡🖕",babi dikecewain topup ml aktivitas curiga pernah akun handphone satu saldo k tiba tiba akun blokir nasib uang ku sana mending unduh gopay saran,0,2,2,2
Sangat membantu,bantu,0,1,0,0
Apk mudah digunakan dan cepat bertransaksi,mudah guna cepat transaksi,1,1,0,0
Mantap kereen👍🇮🇩,mantap keren,0,1,0,0
Mudah dan praktis,mudah praktis,0,1,0,0
"Tidak transparan, orang isi ovo udah dipotong biaya admin lalu ovo potong lagi biaya admin nyusahin aja linta darat nih",transparan orang isi potong biaya admin lalu potong biaya admin susah linta darat,0,2,0,2
"Cs lambat, aplikasi untuk pembayaran gagal trs pdhl saldo sudah trpotong",rekan lambat aplikasi bayar gagal saldo trpotong,2,2,0,2
Aplikasi kasih ini sangat jelek GK bagus masa kesalahan terus si jelek bangat yg buat apk nya bego,aplikasi kasih jelek bagus salah jelek buat bego,0,2,0,0
Good apk,good,0,1,0,0
Memudahkan bertransaksi secara online...,mudah transaksi online,1,0,0,0
"Sangat di sayangkan , saya kemarin transfer dari ovo ke bank uang nya nyangkut , sudah laporkan 3 x sudah tlpon customer service 2 x tapi Zong penanganan nya lambat",sayang kemarin transfer bank uang sangkut lapor tlpon customer service apes tangan lambat,2,2,0,0
Selama pake rekening OVO baru kali ini saya medapatkan keluhan transaksi ovo.saya sudah transfer ovo ke bank BRI tapi belum masuk sedangkan saldo sudah terpotong.dan solusinya bagai mana apa saldo OVO saya bisah kembali,lama pakai rekening baru medapatkan keluh transaksi ovosaya transfer bank bank rakyat indonesia masuk saldo terpotongdan solusi bagai saldo bisah,2,2,0,2
Makin mantap,makin mantap,0,1,0,0
sejauh ini lancar dan mudah,jauh lancar mudah,0,1,0,0
Makin lelet aja aplikasi ini,makin lelet aplikasi,0,2,0,0
"proses transfer ga secepat apk DANA / GOPAY mana tiap transfer selalu gagal , gw cabut semua saldo ny , kg bermutu nih... aplikasi dompet digital terburuk ,,, transfer 1 hari masih dalam proses aja ,., aplikasi kaga rekomend bgt 👎👎👎",proses transfer cepat dana gopay tiap transfer selalu gagal pergi semua saldo kg mutu aplikasi dompet digital buruk transfer hari proses aplikasi rekomend,2,2,0,0
Adminnya gede.,adminnya gede,0,0,0,2
Ribet gak kayak dana udah verifikasi tapi harus nunggu 24 jam buat apk bisa di pakai,ribet dana verifikasi tunggu jam buat pakai,0,2,2,0
